Airport,Airport Code,Year,Month,TOTAL
Washighton Dulles International,IAD,2017,TOTAL,"10,996,953"
Washighton Dulles International,IAD,2018,1,"758,135"
Washighton Dulles International,IAD,2018,2,"676,956"
Washighton Dulles International,IAD,2018,3,"915,490"
Washighton Dulles International,IAD,2018,4,"915,065"
Washighton Dulles International,IAD,2018,5,"1,027,741"
Washighton Dulles International,IAD,2018,6,"1,145,629"
Washighton Dulles International,IAD,2018,7,"1,153,042"
Washighton Dulles International,IAD,2018,8,"1,119,717"
Washighton Dulles International,IAD,2018,9,"933,004"
Washighton Dulles International,IAD,2018,10,"1,046,524"
Washighton Dulles International,IAD,2018,11,"960,637"
Washighton Dulles International,IAD,2018,12,"960,325"
Washighton Dulles International,IAD,2018,TOTAL,"11,612,265"
Washighton Dulles International,IAD,2019,1,"778,088"
Washighton Dulles International,IAD,2019,2,"700,016"
Washighton Dulles International,IAD,2019,3,"930,764"
Washighton Dulles International,IAD,2019,4,"982,608"
Washighton Dulles International,IAD,2019,5,"1,081,329"
Washighton Dulles International,IAD,2019,6,"1,172,732"
Washighton Dulles International,IAD,2019,7,"1,171,623"
Washighton Dulles International,IAD,2019,8,"1,111,737"
Washighton Dulles International,IAD,2019,9,"947,421"
Washighton Dulles International,IAD,2019,10,"1,025,783"
Washighton Dulles International,IAD,2019,11,"943,002"
Washighton Dulles International,IAD,2019,12,"1,022,974"
Washighton Dulles International,IAD,2019,TOTAL,"11,868,077"
Washighton Dulles International,IAD,2020,1,"823,079"
Washighton Dulles International,IAD,2020,2,"735,941"
Washighton Dulles International,IAD,2020,3,"411,287"
Washighton Dulles International,IAD,2020,4,"39,608"
Washighton Dulles International,IAD,2020,5,"84,541"
Washighton Dulles International,IAD,2020,6,"129,878"
Washighton Dulles International,IAD,2020,7,"195,541"
Washighton Dulles International,IAD,2020,8,"232,812"
Washighton Dulles International,IAD,2020,9,"253,754"
Washighton Dulles International,IAD,2020,10,"330,208"
Washighton Dulles International,IAD,2020,11,"295,326"
Washighton Dulles International,IAD,2020,12,"348,451"
Washighton Dulles International,IAD,2020,TOTAL,"3,880,426"
Washighton Dulles International,IAD,2021,1,"281,758"
Washighton Dulles International,IAD,2021,2,"243,995"
Washighton Dulles International,IAD,2021,3,"378,156"
Washighton Dulles International,IAD,2021,4,"413,538"
Washighton Dulles International,IAD,2021,5,"521,775"
Washighton Dulles International,IAD,2021,6,"644,439"
Washighton Dulles International,IAD,2021,7,"819,249"
Washighton Dulles International,IAD,2021,8,"867,952"
Washighton Dulles International,IAD,2021,9,"699,775"
Washighton Dulles International,IAD,2021,10,"781,897"
Washighton Dulles International,IAD,2021,11,"737,872"
Washighton Dulles International,IAD,2021,12,"789,479"
Washighton Dulles International,IAD,2021,TOTAL,"7,179,885"
Washighton Dulles International,IAD,2022,1,
Washighton Dulles International,IAD,2022,2,
Washighton Dulles International,IAD,2022,3,
Washighton Dulles International,IAD,2022,TOTAL,0
