Airport,Airport Code,Year,Month,TOTAL
Logan International,BOS,2012,7,"1,357,585"
Logan International,BOS,2012,8,"1,410,258"
Logan International,BOS,2012,9,"1,160,719"
Logan International,BOS,2012,10,"1,219,310"
Logan International,BOS,2012,11,"1,145,136"
Logan International,BOS,2012,12,"1,080,887"
Logan International,BOS,2012,TOTAL,"14,271,609"
Logan International,BOS,2013,1,"970,635"
Logan International,BOS,2013,2,"945,154"
Logan International,BOS,2013,3,"1,178,353"
Logan International,BOS,2013,4,"1,240,912"
Logan International,BOS,2013,5,"1,302,465"
Logan International,BOS,2013,6,"1,372,882"
Logan International,BOS,2013,7,"1,442,765"
Logan International,BOS,2013,8,"1,476,966"
Logan International,BOS,2013,9,"1,218,885"
Logan International,BOS,2013,10,"1,319,506"
Logan International,BOS,2013,11,"1,131,231"
Logan International,BOS,2013,12,"1,187,331"
Logan International,BOS,2013,TOTAL,"14,787,085"
Logan International,BOS,2014,1,"970,710"
Logan International,BOS,2014,2,"967,026"
Logan International,BOS,2014,3,"1,224,333"
Logan International,BOS,2014,4,"1,324,454"
Logan International,BOS,2014,5,"1,387,880"
Logan International,BOS,2014,6,"1,435,236"
Logan International,BOS,2014,7,"1,524,466"
Logan International,BOS,2014,8,"1,529,961"
Logan International,BOS,2014,9,"1,301,530"
Logan International,BOS,2014,10,"1,380,878"
Logan International,BOS,2014,11,"1,194,776"
Logan International,BOS,2014,12,"1,239,451"
Logan International,BOS,2014,TOTAL,"15,480,701"
Logan International,BOS,2015,1,"1,005,713"
Logan International,BOS,2015,2,"969,602"
Logan International,BOS,2015,3,"1,294,938"
Logan International,BOS,2015,4,"1,387,087"
Logan International,BOS,2015,5,"1,454,783"
Logan International,BOS,2015,6,"1,509,006"
Logan International,BOS,2015,7,"1,620,990"
Logan International,BOS,2015,8,"1,619,918"
Logan International,BOS,2015,9,"1,366,433"
Logan International,BOS,2015,10,"1,501,984"
Logan International,BOS,2015,11,"1,287,596"
Logan International,BOS,2015,12,"1,293,874"
Logan International,BOS,2015,TOTAL,"16,311,924"
Logan International,BOS,2016,1,"1,116,014"
Logan International,BOS,2016,2,"1,135,951"
Logan International,BOS,2016,3,"1,378,138"
Logan International,BOS,2016,4,"1,463,401"
Logan International,BOS,2016,5,"1,557,898"
Logan International,BOS,2016,6,"1,658,871"
Logan International,BOS,2016,7,"1,728,698"
Logan International,BOS,2016,8,"1,738,032"
Logan International,BOS,2016,9,"1,499,361"
Logan International,BOS,2016,10,"1,580,022"
Logan International,BOS,2016,11,"1,434,502"
Logan International,BOS,2016,12,"1,422,352"
Logan International,BOS,2016,TOTAL,"17,713,240"
Logan International,BOS,2017,1,"1,247,767"
Logan International,BOS,2017,2,"1,184,658"
Logan International,BOS,2017,3,"1,481,969"
Logan International,BOS,2017,4,"1,577,779"
Logan International,BOS,2017,5,"1,681,375"
Logan International,BOS,2017,6,"1,727,625"
Logan International,BOS,2017,7,"1,783,879"
Logan International,BOS,2017,8,"1,826,009"
Logan International,BOS,2017,9,"1,529,310"
Logan International,BOS,2017,10,"1,699,306"
Logan International,BOS,2017,11,"1,521,152"
Logan International,BOS,2017,12,"1,472,039"
Logan International,BOS,2017,TOTAL,"18,732,868"
Logan International,BOS,2018,1,"1,237,595"
Logan International,BOS,2018,2,"1,302,607"
Logan International,BOS,2018,3,"1,530,495"
Logan International,BOS,2018,4,"1,711,745"
Logan International,BOS,2018,5,"1,801,372"
Logan International,BOS,2018,6,"1,866,670"
Logan International,BOS,2018,7,"1,945,275"
Logan International,BOS,2018,8,"1,970,186"
Logan International,BOS,2018,9,"1,605,354"
Logan International,BOS,2018,10,"1,822,424"
Logan International,BOS,2018,11,"1,628,186"
Logan International,BOS,2018,12,"1,570,217"
Logan International,BOS,2018,TOTAL,"19,992,126"
Logan International,BOS,2019,1,"1,293,973"
Logan International,BOS,2019,2,"1,349,494"
Logan International,BOS,2019,3,"1,651,894"
Logan International,BOS,2019,4,"1,757,928"
Logan International,BOS,2019,5,"1,874,563"
Logan International,BOS,2019,6,"1,923,950"
Logan International,BOS,2019,7,"1,962,041"
Logan International,BOS,2019,8,"1,991,187"
Logan International,BOS,2019,9,"1,716,394"
Logan International,BOS,2019,10,"1,845,914"
Logan International,BOS,2019,11,"1,605,731"
Logan International,BOS,2019,12,"1,713,341"
Logan International,BOS,2019,TOTAL,"20,686,410"
Logan International,BOS,2020,1,"1,382,469"
Logan International,BOS,2020,2,"1,423,940"
Logan International,BOS,2020,3,"745,014"
Logan International,BOS,2020,4,"36,979"
Logan International,BOS,2020,5,"93,919"
Logan International,BOS,2020,6,"197,812"
Logan International,BOS,2020,7,"347,222"
Logan International,BOS,2020,8,"326,286"
Logan International,BOS,2020,9,"297,764"
Logan International,BOS,2020,10,"380,383"
Logan International,BOS,2020,11,"371,379"
Logan International,BOS,2020,12,"426,476"
Logan International,BOS,2020,TOTAL,"6,029,643"
Logan International,BOS,2021,1,"327,401"
Logan International,BOS,2021,2,"356,046"
Logan International,BOS,2021,3,"506,433"
Logan International,BOS,2021,4,"697,072"
Logan International,BOS,2021,5,"820,648"
Logan International,BOS,2021,6,"1,021,573"
Logan International,BOS,2021,7,"1,242,036"
Logan International,BOS,2021,8,"1,223,064"
Logan International,BOS,2021,9,"1,048,759"
Logan International,BOS,2021,10,"1,255,192"
Logan International,BOS,2021,11,"1,197,549"
Logan International,BOS,2021,12,"1,204,036"
Logan International,BOS,2021,TOTAL,"10,899,809"
Logan International,BOS,2022,1,
Logan International,BOS,2022,2,
Logan International,BOS,2022,3,
Logan International,BOS,2022,TOTAL,0
