Airport,Airport Code,Year,Month,TOTAL
Chicago O'Hare International,ORD,2012,TOTAL,"32,059,778"
Chicago O'Hare International,ORD,2013,1,"2,283,041"
Chicago O'Hare International,ORD,2013,2,"2,121,656"
Chicago O'Hare International,ORD,2013,3,"2,661,545"
Chicago O'Hare International,ORD,2013,4,"2,492,581"
Chicago O'Hare International,ORD,2013,5,"2,868,604"
Chicago O'Hare International,ORD,2013,6,"2,974,171"
Chicago O'Hare International,ORD,2013,7,"2,985,435"
Chicago O'Hare International,ORD,2013,8,"2,991,327"
Chicago O'Hare International,ORD,2013,9,"2,724,381"
Chicago O'Hare International,ORD,2013,10,"2,924,798"
Chicago O'Hare International,ORD,2013,11,"2,551,559"
Chicago O'Hare International,ORD,2013,12,"2,673,165"
Chicago O'Hare International,ORD,2013,TOTAL,"32,252,263"
Chicago O'Hare International,ORD,2014,1,"2,119,337"
Chicago O'Hare International,ORD,2014,2,"2,192,155"
Chicago O'Hare International,ORD,2014,3,"2,807,697"
Chicago O'Hare International,ORD,2014,4,"2,724,047"
Chicago O'Hare International,ORD,2014,5,"3,014,706"
Chicago O'Hare International,ORD,2014,6,"3,155,028"
Chicago O'Hare International,ORD,2014,7,"3,262,403"
Chicago O'Hare International,ORD,2014,8,"3,146,901"
Chicago O'Hare International,ORD,2014,9,"2,798,677"
Chicago O'Hare International,ORD,2014,10,"3,020,870"
Chicago O'Hare International,ORD,2014,11,"2,657,919"
Chicago O'Hare International,ORD,2014,12,"2,815,346"
Chicago O'Hare International,ORD,2014,TOTAL,"33,715,086"
Chicago O'Hare International,ORD,2015,1,"2,399,566"
Chicago O'Hare International,ORD,2015,2,"2,253,901"
Chicago O'Hare International,ORD,2015,3,"3,015,778"
Chicago O'Hare International,ORD,2015,4,"2,884,484"
Chicago O'Hare International,ORD,2015,5,"3,250,175"
Chicago O'Hare International,ORD,2015,6,"3,342,002"
Chicago O'Hare International,ORD,2015,7,"3,469,288"
Chicago O'Hare International,ORD,2015,8,"3,403,118"
Chicago O'Hare International,ORD,2015,9,"3,106,341"
Chicago O'Hare International,ORD,2015,10,"3,330,772"
Chicago O'Hare International,ORD,2015,11,"2,899,521"
Chicago O'Hare International,ORD,2015,12,"2,891,948"
Chicago O'Hare International,ORD,2015,TOTAL,"36,246,894"
Chicago O'Hare International,ORD,2016,1,"2,581,348"
Chicago O'Hare International,ORD,2016,2,"2,422,681"
Chicago O'Hare International,ORD,2016,3,"3,057,961"
Chicago O'Hare International,ORD,2016,4,"2,934,660"
Chicago O'Hare International,ORD,2016,5,"3,327,031"
Chicago O'Hare International,ORD,2016,6,"3,511,670"
Chicago O'Hare International,ORD,2016,7,"3,518,738"
Chicago O'Hare International,ORD,2016,8,"3,495,240"
Chicago O'Hare International,ORD,2016,9,"3,276,984"
Chicago O'Hare International,ORD,2016,10,"3,395,280"
Chicago O'Hare International,ORD,2016,11,"3,044,483"
Chicago O'Hare International,ORD,2016,12,"2,931,157"
Chicago O'Hare International,ORD,2016,TOTAL,"37,497,233"
Chicago O'Hare International,ORD,2017,1,"2,641,709"
Chicago O'Hare International,ORD,2017,2,"2,463,824"
Chicago O'Hare International,ORD,2017,3,"3,171,167"
Chicago O'Hare International,ORD,2017,4,"2,973,398"
Chicago O'Hare International,ORD,2017,5,"3,350,049"
Chicago O'Hare International,ORD,2017,6,"3,577,508"
Chicago O'Hare International,ORD,2017,7,"3,624,056"
Chicago O'Hare International,ORD,2017,8,"3,658,362"
Chicago O'Hare International,ORD,2017,9,"3,315,288"
Chicago O'Hare International,ORD,2017,10,"3,507,501"
Chicago O'Hare International,ORD,2017,11,"3,143,252"
Chicago O'Hare International,ORD,2017,12,"3,150,800"
Chicago O'Hare International,ORD,2017,TOTAL,"38,576,914"
Chicago O'Hare International,ORD,2018,1,"2,738,601"
Chicago O'Hare International,ORD,2018,2,"2,532,363"
Chicago O'Hare International,ORD,2018,3,"3,292,604"
Chicago O'Hare International,ORD,2018,4,"3,121,867"
Chicago O'Hare International,ORD,2018,5,"3,502,027"
Chicago O'Hare International,ORD,2018,6,"3,745,908"
Chicago O'Hare International,ORD,2018,7,"3,867,619"
Chicago O'Hare International,ORD,2018,8,"3,795,982"
Chicago O'Hare International,ORD,2018,9,"3,311,465"
Chicago O'Hare International,ORD,2018,10,"3,573,688"
Chicago O'Hare International,ORD,2018,11,"3,172,682"
Chicago O'Hare International,ORD,2018,12,"3,241,017"
Chicago O'Hare International,ORD,2018,TOTAL,"39,895,823"
Chicago O'Hare International,ORD,2019,1,"2,590,510"
Chicago O'Hare International,ORD,2019,2,"2,601,246"
