Airport,Airport Code,Year,Month,TOTAL
Orlando International,MCO,2011,12,"1,402,776"
Orlando International,MCO,2011,TOTAL,"17,199,361"
Orlando International,MCO,2012,1,"1,398,402"
Orlando International,MCO,2012,2,"1,360,953"
Orlando International,MCO,2012,3,"1,635,685"
Orlando International,MCO,2012,4,"1,587,005"
Orlando International,MCO,2012,5,"1,477,441"
Orlando International,MCO,2012,6,"1,459,941"
Orlando International,MCO,2012,7,"1,527,811"
Orlando International,MCO,2012,8,"1,435,000"
Orlando International,MCO,2012,9,"1,130,396"
Orlando International,MCO,2012,10,"1,307,080"
Orlando International,MCO,2012,11,"1,374,114"
Orlando International,MCO,2012,12,"1,392,678"
Orlando International,MCO,2012,TOTAL,"17,086,506"
Orlando International,MCO,2013,1,"1,398,771"
Orlando International,MCO,2013,2,"1,307,387"
Orlando International,MCO,2013,3,"1,633,055"
Orlando International,MCO,2013,4,"1,531,109"
Orlando International,MCO,2013,5,"1,478,262"
Orlando International,MCO,2013,6,"1,458,428"
Orlando International,MCO,2013,7,"1,478,726"
Orlando International,MCO,2013,8,"1,418,947"
Orlando International,MCO,2013,9,"1,111,976"
Orlando International,MCO,2013,10,"1,290,308"
Orlando International,MCO,2013,11,"1,324,058"
Orlando International,MCO,2013,12,"1,424,142"
Orlando International,MCO,2013,TOTAL,"16,855,169"
Orlando International,MCO,2014,1,"1,402,451"
Orlando International,MCO,2014,2,"1,315,197"
Orlando International,MCO,2014,3,"1,643,603"
Orlando International,MCO,2014,4,"1,489,058"
Orlando International,MCO,2014,5,"1,513,162"
Orlando International,MCO,2014,6,"1,451,499"
Orlando International,MCO,2014,7,"1,515,363"
Orlando International,MCO,2014,8,"1,485,117"
Orlando International,MCO,2014,9,"1,154,834"
Orlando International,MCO,2014,10,"1,370,096"
Orlando International,MCO,2014,11,"1,403,667"
Orlando International,MCO,2014,12,"1,493,374"
Orlando International,MCO,2014,TOTAL,"17,237,421"
Orlando International,MCO,2015,1,"1,526,111"
Orlando International,MCO,2015,2,"1,408,214"
Orlando International,MCO,2015,3,"1,732,056"
Orlando International,MCO,2015,4,"1,666,484"
Orlando International,MCO,2015,5,"1,595,847"
Orlando International,MCO,2015,6,"1,542,578"
Orlando International,MCO,2015,7,"1,649,102"
Orlando International,MCO,2015,8,"1,586,031"
Orlando International,MCO,2015,9,"1,293,022"
Orlando International,MCO,2015,10,"1,488,976"
