Airport,Airport Code,Year,Month,TOTAL
Los Angeles International,LAX,2011,2,"54,602,428"
Los Angeles International,LAX,2011,3,"69,123,133"
Los Angeles International,LAX,2011,4,"66,395,631"
Los Angeles International,LAX,2011,5,"69,917,366"
Los Angeles International,LAX,2011,6,"72,593,371"
Los Angeles International,LAX,2011,7,"76,934,242"
Los Angeles International,LAX,2011,8,"73,157,273"
Los Angeles International,LAX,2011,9,"64,203,054"
Los Angeles International,LAX,2011,10,"67,324,276"
Los Angeles International,LAX,2011,11,"63,816,216"
Los Angeles International,LAX,2011,12,"65,094,040"
Los Angeles International,LAX,2011,TOTAL,"802,134,793"
Los Angeles International,LAX,2012,1,"60,287,641"
Los Angeles International,LAX,2012,2,"58,138,329"
Los Angeles International,LAX,2012,3,"70,588,068"
Los Angeles International,LAX,2012,4,"67,686,947"
Los Angeles International,LAX,2012,5,"70,040,634"
Los Angeles International,LAX,2012,6,"73,485,628"
Los Angeles International,LAX,2012,7,"76,657,857"
Los Angeles International,LAX,2012,8,"75,262,947"
Los Angeles International,LAX,2012,9,"63,926,218"
Los Angeles International,LAX,2012,10,"67,177,431"
Los Angeles International,LAX,2012,11,"64,608,329"
Los Angeles International,LAX,2012,12,"65,263,336"
Los Angeles International,LAX,2012,TOTAL,"813,123,365"
Los Angeles International,LAX,2013,1,"61,585,678"
Los Angeles International,LAX,2013,2,"57,777,742"
Los Angeles International,LAX,2013,3,"71,752,871"
Los Angeles International,LAX,2013,4,"67,530,194"
Los Angeles International,LAX,2013,5,"71,916,594"
Los Angeles International,LAX,2013,6,"74,393,988"
Los Angeles International,LAX,2013,7,"77,059,347"
Los Angeles International,LAX,2013,8,"75,781,847"
Los Angeles International,LAX,2013,9,"65,134,302"
Los Angeles International,LAX,2013,10,"69,047,967"
Los Angeles International,LAX,2013,11,"63,803,009"
Los Angeles International,LAX,2013,12,"69,538,524"
Los Angeles International,LAX,2013,TOTAL,"825,322,063"
Los Angeles International,LAX,2014,1,"62,649,977"
Los Angeles International,LAX,2014,2,"57,995,784"
Los Angeles International,LAX,2014,3,"73,366,626"
Los Angeles International,LAX,2014,4,"70,718,749"
Los Angeles International,LAX,2014,5,"74,227,015"
Los Angeles International,LAX,2014,6,"76,623,812"
Los Angeles International,LAX,2014,7,"80,542,221"
Los Angeles International,LAX,2014,8,"78,543,169"
Los Angeles International,LAX,2014,9,"67,514,675"
Los Angeles International,LAX,2014,10,"72,066,151"
Los Angeles International,LAX,2014,11,"66,308,805"
Los Angeles International,LAX,2014,12,"71,292,828"
Los Angeles International,LAX,2014,TOTAL,"851,849,812"
Los Angeles International,LAX,2015,1,"65,195,155"
Los Angeles International,LAX,2015,2,"60,490,191"
Los Angeles International,LAX,2015,3,"75,899,687"
Los Angeles International,LAX,2015,4,"73,723,937"
Los Angeles International,LAX,2015,5,"77,367,801"
Los Angeles International,LAX,2015,6,"80,014,475"
Los Angeles International,LAX,2015,7,"85,344,350"
Los Angeles International,LAX,2015,8,"82,685,070"
Los Angeles International,LAX,2015,9,"72,101,555"
Los Angeles International,LAX,2015,10,"77,081,460"
Los Angeles International,LAX,2015,11,"71,997,439"
Los Angeles International,LAX,2015,12,"74,730,782"
Los Angeles International,LAX,2015,TOTAL,"896,631,902"
Los Angeles International,LAX,2016,1,"68,966,324"
Los Angeles International,LAX,2016,2,"65,533,161"
Los Angeles International,LAX,2016,3,"78,976,302"
Los Angeles International,LAX,2016,4,"75,491,008"
Los Angeles International,LAX,2016,5,"80,620,724"
Los Angeles International,LAX,2016,6,"84,165,194"
Los Angeles International,LAX,2016,7,"87,570,249"
Los Angeles International,LAX,2016,8,"84,152,822"
Los Angeles International,LAX,2016,9,"75,782,470"
Los Angeles International,LAX,2016,10,"78,614,867"
Los Angeles International,LAX,2016,11,"74,922,872"
Los Angeles International,LAX,2016,12,"77,193,306"
Los Angeles International,LAX,2016,TOTAL,"931,989,299"
Los Angeles International,LAX,2017,1,"71,598,111"
Los Angeles International,LAX,2017,2,"65,788,160"
Los Angeles International,LAX,2017,3,"81,873,930"
